Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
18:08:43,2023-01-21,4605186315,1444168211,5773.45,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
13:24:59,2023-06-20,8197801810,3296554092,9990.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:30:50,2022-10-16,1199927813,1879381694,4446.94,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:42:56,2023-05-19,3684560406,9312568183,1501.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:32:51,2023-02-02,1255249716,627727783,10309.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:11:05,2023-06-26,1924248519,3191159068,6324.26,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
04:13:01,2023-05-17,6852259946,9616787353,166.12,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
06:30:45,2023-02-13,7268388687,5115150568,7272.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
11:18:53,2022-10-19,3348866192,8278557354,13157.66,UK pounds,Euro,UK,Spain,Cross-border,0,Normal_Fan_In
18:21:23,2023-02-23,6405814883,892357758,160530.91,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_single_large
13:47:03,2023-04-21,3085154227,8300393078,1356.43,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
23:36:13,2023-02-10,7980599023,6792430753,7535.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
10:06:18,2023-08-21,4842836357,6117372206,29347.26,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
13:09:36,2023-04-01,2764940075,7147366369,7928.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
11:40:39,2023-03-22,6579728667,4147624917,1727.23,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
06:10:12,2023-03-24,9153163705,2549148517,8435.07,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
01:45:55,2023-01-20,7122195351,6059485260,232.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:59:09,2023-01-24,9766100797,3171616698,4873.47,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
16:09:53,2022-12-08,6933923941,7400550616,3627.96,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
15:23:07,2023-05-27,7902562795,993829440,5455.93,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:51:01,2023-05-05,2354352178,7570613743,13357.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
16:13:41,2022-12-09,511931732,999647432,3278.32,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:01:53,2023-03-15,3518085271,1657944893,11475.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
21:39:55,2023-02-25,4968341238,112251011,114.12,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
11:11:10,2023-04-14,7526436791,2894464010,14380.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:25:24,2022-10-23,1425812742,8635444371,715.92,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
00:28:34,2023-06-10,1894073239,3970441517,9027.08,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
20:23:13,2023-06-29,951576047,8569687956,4430.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
21:00:38,2023-01-26,3312612555,762286746,943.4,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:52:08,2023-01-16,3413175210,5666220328,5288.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
23:21:04,2023-04-14,7708062077,5325727565,10089.06,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
20:37:59,2022-11-08,9135326326,1920025077,1802.45,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
13:49:50,2023-05-24,6946601004,1883313598,4993.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:21:53,2023-04-06,1053284837,9565107289,1358.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
17:57:31,2023-02-20,1023696984,1370929255,6740.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
14:52:54,2023-02-10,3034691079,8767239602,1403.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
20:04:58,2023-07-19,8019506199,4429461683,8177.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
14:30:13,2023-03-06,988008298,950578871,393.31,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:24:49,2023-04-16,4224155642,4694931941,6745.61,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
17:12:02,2023-06-12,9360220386,7756271379,15571.34,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
11:17:53,2023-06-20,5464377535,2522127154,4377.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
08:50:26,2022-10-16,2165027714,8427676127,17990.43,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
12:40:52,2022-11-18,4205668313,8558484212,5527.18,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
10:37:31,2023-06-14,8927149609,2603046146,4020.04,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:41:03,2022-11-17,759586262,5097166831,7166.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
22:52:05,2023-01-05,8685836690,6271224614,4459.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
09:57:39,2022-11-15,7858824998,5679322872,8393.32,Mexican Peso,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:02:11,2022-11-08,3281884494,7429115722,983.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:59:50,2023-01-07,7860334742,9371177139,6221.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:14:28,2023-05-15,7527863128,7142427597,100.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:13:55,2023-08-21,6875266721,6807003366,7805.71,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:21:08,2023-01-10,5303255200,1886512519,761.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:21:23,2022-12-14,1864815630,9360608084,34130.91,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Foward
23:51:54,2022-12-27,7830146918,8497588380,2045.74,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
12:11:13,2022-10-13,3556481259,5019320065,2228.46,UK pounds,UK pounds,UK,UK,Cash Deposit,1,Smurfing
07:17:03,2022-12-21,4631158537,3274868622,4364.15,Dirham,Turkish lira,UK,Turkey,Cross-border,0,Normal_Small_Fan_Out
08:21:04,2023-02-12,9843265615,6669036713,18437.13,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
16:29:31,2023-05-31,3044851520,8177590186,232.98,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
20:16:23,2022-10-14,814618010,8779771072,248.39,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
23:43:48,2023-04-29,3529992395,37533718,379.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:49:44,2023-03-24,8973603830,9868856945,8289.05,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:43:37,2022-12-11,7038848003,2346127187,5406.68,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Foward
23:17:54,2023-02-27,4367349290,4648475824,5490.71,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Plus_Mutual
11:37:33,2023-07-10,5284384084,6678584709,1201.63,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
11:48:12,2022-10-16,2813219150,7632359219,8235.19,Yen,UK pounds,Japan,UK,Cross-border,0,Normal_Fan_In
09:10:07,2023-05-24,8483135789,7906818546,7032.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
23:44:31,2023-03-16,3453070367,6311547260,12681.08,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
20:52:24,2022-11-27,2293972303,4388904260,4520.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:44:36,2022-12-16,4935861223,5002713314,571.07,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
13:39:46,2023-01-14,4477003260,7347089026,12938.34,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
09:38:39,2023-01-02,7383871234,4888396113,10131.51,UK pounds,Turkish lira,UK,Turkey,Cross-border,0,Normal_Fan_Out
20:44:42,2022-12-15,4760950515,507469920,20754.83,Moroccan dirham,UK pounds,Morocco,UK,Cross-border,0,Normal_Fan_In
11:18:46,2023-06-06,4977117672,8389148416,7576.59,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:17:36,2022-12-03,6035775967,4504513715,520.25,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
15:41:27,2023-06-16,4859331718,4429669574,6936.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:42:51,2023-04-29,7411118474,8077425162,16779.16,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:34:40,2023-08-22,9812077227,7919446138,6590.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:37:22,2023-01-12,8351583312,437405628,7900.85,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
21:45:33,2023-01-12,9246399375,5670315778,14259.99,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
11:19:42,2022-10-13,7654775842,3255448908,12138.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
07:06:06,2022-11-28,4751413798,3347268325,368.2,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
16:03:26,2023-05-05,590162001,5992611908,15115.24,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:26:41,2023-08-05,1840038617,5714003874,8684.84,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
17:27:53,2022-10-26,7376298181,1716987500,6051.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
09:21:38,2023-02-05,2624054852,4814549210,20377.02,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Small_Fan_Out
15:06:28,2022-10-18,4021276361,3685869899,5539.8,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
22:05:34,2023-08-02,1618953913,3679675293,1398.51,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:18:59,2022-12-10,3022355930,10735856,7060.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
04:10:38,2023-07-03,7392674609,6517320610,7904.81,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:50:30,2023-03-18,2893337753,982597473,6646.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
22:28:33,2022-12-28,7418635469,1119074344,109.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
09:40:02,2023-06-29,1794389900,7602572633,18144.98,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
15:44:18,2023-06-15,3112884770,9218060444,9050.04,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
10:30:59,2022-12-02,9268260123,1950677808,2567.88,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:06:46,2022-11-29,9605418293,1928911843,2047.83,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:21:46,2023-01-03,2869450762,8459393206,10487.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:58:17,2023-04-21,2707963887,343995555,12276.81,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
22:08:13,2023-02-05,1582610784,5730754254,7202.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:54:33,2023-04-04,646128722,8860598690,14989.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
10:30:54,2022-10-12,7533320792,5737258723,2572.9,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:13:33,2023-07-03,2976810435,9559482534,14422.27,Turkish lira,UK pounds,UAE,UK,Cross-border,0,Normal_Fan_Out
11:01:40,2023-04-15,3500100551,7446305915,3855.15,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
04:50:35,2023-03-18,2459692642,2053947094,2049.69,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
13:15:22,2023-03-25,9098430686,4090925094,11859.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
01:02:55,2023-02-09,3801764994,2183728136,8989.8,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
19:11:47,2023-01-19,54596537,5417005581,6879.62,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
14:04:09,2022-10-19,5496730550,7293025172,4956.5,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
20:08:44,2023-06-30,5745028084,5868277189,13937.46,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
13:55:32,2023-01-05,7907380688,4933656105,27517.4,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
07:31:56,2023-05-03,8838306359,1621079646,8038.77,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
11:07:23,2023-07-15,6800765123,3557255766,3394.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Plus_Mutual
15:53:32,2023-02-06,8169298354,4548607254,10087.91,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
13:20:13,2023-02-24,8634075205,8562519900,10632.84,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
08:26:39,2023-01-07,7237790105,3137736216,3866.87,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:52:56,2023-01-07,5577174217,1026357345,4423.78,Yen,UK pounds,Japan,UK,Cross-border,0,Normal_Fan_Out
04:28:07,2022-11-08,8304329579,1461956181,1857.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
14:47:07,2023-06-17,8314457869,3296886129,30828.99,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
19:03:33,2023-02-19,4066286754,5856649482,23022.46,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
15:17:51,2023-06-11,4003877995,7366922150,13065.15,UK pounds,Euro,UK,Italy,Cross-border,0,Normal_Fan_Out
19:41:20,2023-03-07,2837392634,486855876,1867.58,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:01:54,2022-10-19,5588533661,7159950002,7826.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
17:38:14,2023-05-26,4003939765,3478317147,11057.25,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
17:46:44,2023-01-20,6325392027,8002694780,8386.83,UK pounds,Mexican Peso,UK,Mexico,Cross-border,0,Normal_Fan_Out
20:25:05,2023-03-06,5121347516,3176618355,6189.98,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
14:44:02,2022-12-07,5759723277,9119778986,4489.17,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_In
12:51:35,2022-12-07,5671438786,1679827822,4473.54,Euro,US dollar,Austria,USA,Cross-border,0,Normal_Fan_In
15:51:16,2023-02-13,1153645349,1705381097,7841.1,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
07:41:59,2023-01-14,3563438570,4917864663,18574.99,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:56:10,2023-05-21,2643007676,3958923187,34055.45,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
09:45:11,2023-02-06,5175937550,9384824123,846.07,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:48:32,2023-05-02,7389492571,32361448,7208.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
17:46:31,2023-04-02,617179953,710283640,7478.09,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
12:05:19,2022-12-06,7336972782,5742900769,1022.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:02:18,2023-05-21,423552976,1289910907,4229.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
02:49:38,2023-07-29,7417752379,2748460920,661.95,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:34:59,2023-05-24,9075521423,1284673780,2880.53,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
20:41:21,2022-10-26,4836900260,807326185,12525.48,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
19:52:51,2023-05-08,8815281448,3786337835,1138.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:58:43,2022-10-14,6646069044,9249502739,21504.65,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
